Main ID,Incident ID,Incident Type,Region of Incident,Website Date,Number of Dead,Country of Origin,Region of Origin,UNSD Geographical Grouping,Incident year,Number of Missing
2016.MMP00458,2016.MMP00458,Incident,Central America,19/5/2016,1,Unknown,Unknown,Central America,2016,0
2016.MMP00459,2016.MMP00459,Incident,Northern Africa,19/5/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00460,2016.MMP00460,Incident,Eastern Africa,19/5/2016,2,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP00461,2016.MMP00461,Incident,Northern Africa,19/5/2016,3,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00462,2016.MMP00462,Incident,Central America,20/5/2016,1,El Salvador,Central America,Central America,2016,0
2016.MMP00463,2016.MMP00463,Incident,Central America,20/5/2016,1,El Salvador,Central America,Central America,2016,0
2016.MMP00464,2016.MMP00464,Incident,Northern Africa,20/5/2016,9,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00465,2016.MMP00465,Incident,Western Asia,21/5/2016,2,Syrian Arab Republic,Western Asia,Western Asia,2016,0
2016.MMP00466,2016.MMP00466,Incident,Mediterranean,21/5/2016,0,Unknown,Unknown,Uncategorized,2016,10
2016.MMP00467,2016.MMP00467,Incident,Northern Africa,21/5/2016,3,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00468,2016.MMP00468,Incident,Northern Africa,21/5/2016,5,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00469,2016.MMP00469,Incident,Northern Africa,22/5/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00470,2016.MMP00470,Incident,Northern Africa,22/5/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00471,2016.MMP00471,Incident,Northern Africa,22/5/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00472,2016.MMP00472,Incident,Eastern Africa,22/5/2016,1,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP00473,2016.MMP00473,Incident,North America,22/5/2016,1,Honduras,Central America,Northern America,2016,0
2016.MMP00474,2016.MMP00474,Incident,Western Asia,22/5/2016,1,Syrian Arab Republic,Western Asia,Western Asia,2016,0
2016.MMP00475,2016.MMP00475,Incident,North America,23/5/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00476,2016.MMP00476,Incident,Central America,24/5/2016,1,Guatemala,Central America,Central America,2016,0
2016.MMP00477,2016.MMP00477,Incident,Western Asia,24/5/2016,1,Syrian Arab Republic,Western Asia,Western Asia,2016,0
2016.MMP00478,2016.MMP00478,Incident,Central America,24/5/2016,1,Unknown,Latin America / Caribbean (P),Central America,2016,0
2016.MMP00479,2016.MMP00479,Incident,Mediterranean,24/5/2016,4,Unknown,Unknown,Uncategorized,2016,0
2016.MMP00480,2016.MMP00480,Incident,Central America,25/5/2016,1,Honduras,Central America,Central America,2016,0
2016.MMP00481,2016.MMP00481,Incident,Central America,25/5/2016,1,Unknown,Latin America / Caribbean (P),Central America,2016,0
2016.MMP00482,2016.MMP00482,Incident,Caribbean,25/5/2016,0,Cuba,Caribbean,Caribbean,2016,10
2016.MMP00483,2016.MMP00483,Incident,Mediterranean,25/5/2016,6,Unknown,Unknown,Uncategorized,2016,0
2016.MMP00484,"2016.MMP00484487, 2016.MMP00484488",Split Incident,Mediterranean,25/5/2016,5,"Unknown, Morocco","Sub-Saharan Africa (P), Northern Africa",Uncategorized,2016,250
2016.MMP00485,2016.MMP00485,Incident,Mediterranean,26/5/2016,0,Eritrea,Mixed,Uncategorized,2016,550
2016.MMP00486,2016.MMP00486,Incident,Mediterranean,26/5/2016,0,Unknown,Unknown,Uncategorized,2016,9
2016.MMP00487,2016.MMP00487,Incident,North America,26/5/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00488,2016.MMP00488,Incident,Mediterranean,26/5/2016,1,Unknown,Unknown,Uncategorized,2016,0
2016.MMP00489,2016.MMP00489,Incident,North America,27/5/2016,1,Honduras,Central America,Northern America,2016,0
2016.MMP00490,2016.MMP00490,Incident,Mediterranean,28/5/2016,0,Unknown,Mixed,Uncategorized,2016,47
2016.MMP00491,2016.MMP00491,Incident,Mediterranean,28/5/2016,1,Unknown,Unknown,Uncategorized,2016,0
2016.MMP00492,2016.MMP00492,Incident,Europe,28/5/2016,1,Afghanistan,Southern Asia,Western Europe,2016,0
2016.MMP00493,2016.MMP00493,Incident,Western Asia,28/5/2016,1,Syrian Arab Republic,Western Asia,Western Asia,2016,0
2016.MMP00494,2016.MMP00494,Incident,Mediterranean,29/5/2016,45,Unknown,Mixed,Uncategorized,2016,200
2016.MMP00495,2016.MMP00495,Incident,Central America,29/5/2016,1,El Salvador,Central America,Central America,2016,0
2016.MMP00496,2016.MMP00496,Incident,North America,29/5/2016,1,Honduras,Central America,Northern America,2016,0
2016.MMP00497,2016.MMP00497,Incident,North America,30/5/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00498,2016.MMP00498,Incident,North America,31/5/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00499,2016.MMP00499,Incident,North America,31/5/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00500,2016.MMP00500,Incident,North America,31/5/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00501,2016.MMP00501,Incident,Central America,31/5/2016,1,Honduras,Central America,Central America,2016,0
2016.MMP00502,2016.MMP00502,Incident,Northern Africa,31/5/2016,1,Unknown,Unknown,Northern Africa,2016,0
2016.MMP00503,2016.MMP00503,Incident,Northern Africa,31/5/2016,1,Unknown,Unknown,Northern Africa,2016,0
2016.MMP00504,2016.MMP00504,Incident,Northern Africa,31/5/2016,3,Unknown,Unknown,Northern Africa,2016,0
2016.MMP00505,2016.MMP00505,Incident,Western Africa,31/5/2016,3,Unknown,Unknown,Western Africa,2016,0
2016.MMP00506,2016.MMP00506,Incident,Western Africa,31/5/2016,3,Unknown,Unknown,Western Africa,2016,0
2016.MMP00507,2016.MMP00507,Incident,Western Africa,31/5/2016,2,Unknown,Unknown,Western Africa,2016,0
2016.MMP00508,2016.MMP00508,Incident,Northern Africa,31/5/2016,1,Unknown,Unknown,Northern Africa,2016,0
2016.MMP00509,2016.MMP00509,Incident,Northern Africa,31/5/2016,2,Unknown,Unknown,Northern Africa,2016,0
2016.MMP00510,2016.MMP00510,Incident,Western Africa,31/5/2016,1,Unknown,Unknown,Western Africa,2016,0
2016.MMP00511,2016.MMP00511,Incident,Northern Africa,31/5/2016,1,Unknown,Unknown,Northern Africa,2016,0
2016.MMP00512,2016.MMP00512,Incident,Europe,1/6/2016,1,Syrian Arab Republic,Western Asia,Eastern Europe,2016,0
2016.MMP00513,2016.MMP00513,Incident,North America,1/6/2016,1,Guatemala,Central America,Northern America,2016,0
2016.MMP00514,2016.MMP00514,Incident,Northern Africa,2/6/2016,3,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00515,2016.MMP00515,Incident,North America,2/6/2016,1,Honduras,Central America,Northern America,2016,0
2016.MMP00516,2016.MMP00516,Incident,North America,2/6/2016,1,Honduras,Central America,Northern America,2016,0
2016.MMP00517,2016.MMP00517,Incident,Mediterranean,3/6/2016,10,Egypt,Mixed,Uncategorized,2016,329
2016.MMP00518,2016.MMP00518,Incident,North America,4/6/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00519,2016.MMP00519,Incident,Central America,4/6/2016,1,Honduras,Central America,Central America,2016,0
2016.MMP00520,2016.MMP00520,Incident,Northern Africa,4/6/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00521,2016.MMP00521,Incident,Northern Africa,4/6/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00522,2016.MMP00522,Incident,North America,6/6/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00523,2016.MMP00523,Incident,Mediterranean,7/6/2016,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2016,0
2016.MMP00524,2016.MMP00524,Incident,Caribbean,7/6/2016,1,Cuba,Caribbean,Caribbean,2016,0
2016.MMP00525,2016.MMP00525,Incident,Europe,7/6/2016,1,Unknown,Unknown,Western Europe,2016,0
2016.MMP00526,2016.MMP00526,Incident,Central America,7/6/2016,1,Unknown,Latin America / Caribbean (P),Central America,2016,0
2016.MMP00527,2016.MMP00527,Incident,North America,7/6/2016,1,Guatemala,Central America,Northern America,2016,0
2016.MMP00528,2016.MMP00528,Incident,North America,7/6/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00529,2016.MMP00529,Incident,North America,7/6/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00530,2016.MMP00530,Incident,South-eastern Asia,8/6/2016,6,Cambodia,Southern Asia,South-eastern Asia,2016,0
2016.MMP00531,2016.MMP00531,Incident,Northern Africa,8/6/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00532,2016.MMP00532,Incident,Eastern Africa,9/6/2016,2,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP00533,2016.MMP00533,Incident,Western Asia,9/6/2016,1,Syrian Arab Republic,Western Asia,Western Asia,2016,0
2016.MMP00534,2016.MMP00534,Incident,Mediterranean,9/6/2016,2,Unknown,Unknown,Uncategorized,2016,0
2016.MMP00535,2016.MMP00535,Incident,North America,9/6/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00536,2016.MMP00536,Incident,North America,9/6/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00537,2016.MMP00537,Incident,North America,9/6/2016,1,Guatemala,Central America,Northern America,2016,0
2016.MMP00538,2016.MMP00538,Incident,North America,9/6/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00539,2016.MMP00539,Incident,Northern Africa,10/6/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00540,2016.MMP00540,Incident,North America,10/6/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00541,2016.MMP00541,Incident,North America,10/6/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00542,2016.MMP00542,Incident,North America,10/6/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00543,2016.MMP00543,Incident,North America,10/6/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00544,2016.MMP00544,Incident,North America,10/6/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00545,2016.MMP00545,Incident,Eastern Africa,11/6/2016,1,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP00546,2016.MMP00546,Incident,Northern Africa,11/6/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00547,2016.MMP00547,Incident,Northern Africa,11/6/2016,3,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00548,2016.MMP00548,Incident,Northern Africa,11/6/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00549,2016.MMP00549,Incident,Eastern Africa,12/6/2016,1,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP00550,2016.MMP00550,Incident,Mediterranean,12/6/2016,1,Unknown,Unknown,Uncategorized,2016,0
2016.MMP00551,2016.MMP00551,Incident,Western Asia,12/6/2016,3,Syrian Arab Republic,Western Asia,Western Asia,2016,0
2016.MMP00552,2016.MMP00552,Cumulative Incident,Western Africa,12/6/2016,34,Niger,Sub-Saharan Africa (P),Western Africa,2016,0
2016.MMP00553,2016.MMP00553,Incident,Northern Africa,13/6/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00554,2016.MMP00554,Incident,North America,13/6/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00555,2016.MMP00555,Incident,Mediterranean,14/6/2016,9,Unknown,Unknown,Uncategorized,2016,0
2016.MMP00556,2016.MMP00556,Incident,Eastern Africa,14/6/2016,1,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP00557,2016.MMP00557,Incident,Northern Africa,14/6/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00558,2016.MMP00558,Incident,Northern Africa,14/6/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00559,2016.MMP00559,Incident,Northern Africa,15/6/2016,3,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00560,2016.MMP00560,Incident,Northern Africa,15/6/2016,3,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00561,2016.MMP00561,Incident,North America,15/6/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00562,2016.MMP00562,Incident,Eastern Africa,15/6/2016,19,Ethiopia,Eastern Africa,Eastern Africa,2016,0
2016.MMP00563,2016.MMP00563,Incident,North America,15/6/2016,1,Honduras,Central America,Northern America,2016,0
2016.MMP00564,2016.MMP00564,Incident,North America,30/6/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00565,"2016.MMP00565570, 2016.MMP00565571",Split Incident,Central America,15/6/2016,3,"Unknown, Mexico","Latin America / Caribbean (P), Central America",Central America,2016,1
2016.MMP00566,2016.MMP00566,Incident,North America,16/6/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00567,2016.MMP00567,Incident,North America,16/6/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00568,2016.MMP00568,Incident,Central America,16/6/2016,1,Unknown,Latin America / Caribbean (P),Central America,2016,0
2016.MMP00569,2016.MMP00569,Incident,Northern Africa,17/6/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00570,2016.MMP00570,Incident,Northern Africa,17/6/2016,11,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00571,2016.MMP00571,Incident,Eastern Africa,17/6/2016,2,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP00572,2016.MMP00572,Incident,Northern Africa,17/6/2016,4,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00573,2016.MMP00573,Incident,Western Asia,17/6/2016,1,Syrian Arab Republic,Western Asia,Western Asia,2016,0
2016.MMP00574,2016.MMP00574,Incident,Mediterranean,17/6/2016,2,Unknown,Unknown,Uncategorized,2016,0
2016.MMP00575,2016.MMP00575,Incident,Central America,17/6/2016,1,Mexico,Central America,Central America,2016,0
2016.MMP00576,2016.MMP00576,Incident,Northern Africa,19/6/2016,6,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00577,2016.MMP00577,Incident,Western Asia,19/6/2016,8,Syrian Arab Republic,Western Asia,Western Asia,2016,0
2016.MMP00578,2016.MMP00578,Incident,North America,19/6/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00579,2016.MMP00579,Incident,Eastern Africa,20/6/2016,1,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP00580,2016.MMP00580,Incident,Eastern Africa,20/6/2016,1,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP00581,2016.MMP00581,Incident,Northern Africa,20/6/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00582,2016.MMP00582,Incident,Northern Africa,20/6/2016,3,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00583,2016.MMP00583,Incident,Northern Africa,20/6/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00584,2016.MMP00584,Incident,Northern Africa,20/6/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00585,2016.MMP00585,Incident,Northern Africa,20/6/2016,5,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00586,2016.MMP00586,Incident,Northern Africa,21/6/2016,9,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00587,2016.MMP00587,Incident,North America,20/6/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00588,2016.MMP00588,Cumulative Incident,Western Asia,20/6/2016,11,Syrian Arab Republic,Western Asia,Western Asia,2016,0
2016.MMP00589,2016.MMP00589,Incident,Central America,22/6/2016,1,Unknown,Latin America / Caribbean (P),Central America,2016,0
2016.MMP00590,2016.MMP00590,Incident,Mediterranean,23/6/2016,1,Nigeria,Western Africa,Uncategorized,2016,0
2016.MMP00591,2016.MMP00591,Incident,Central America,23/6/2016,1,Unknown,Latin America / Caribbean (P),Central America,2016,0
2016.MMP00592,2016.MMP00592,Incident,North America,23/6/2016,1,Guatemala,Central America,Northern America,2016,0
2016.MMP00593,2016.MMP00593,Incident,North America,23/6/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00594,2016.MMP00594,Incident,Eastern Africa,23/6/2016,1,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP00595,2016.MMP00595,Incident,Eastern Africa,24/6/2016,2,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP00596,2016.MMP00596,Incident,North America,24/6/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00597,2016.MMP00597,Incident,Mediterranean,24/6/2016,0,Ethiopia,Eastern Africa,Uncategorized,2016,17
2016.MMP00598,2016.MMP00598,Incident,Mediterranean,25/6/2016,6,Unknown,Unknown,Uncategorized,2016,0
2016.MMP00599,2016.MMP00599,Incident,Central America,25/6/2016,1,El Salvador,Central America,Central America,2016,0
2016.MMP00600,2016.MMP00600,Incident,Mediterranean,26/6/2016,1,Unknown,Unknown,Uncategorized,2016,0
2016.MMP00601,2016.MMP00601,Incident,North America,27/6/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00602,2016.MMP00602,Incident,North America,30/6/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00603,2016.MMP00603,Incident,North America,28/6/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00604,2016.MMP00604,Incident,North America,29/6/2016,1,El Salvador,Central America,Northern America,2016,0
2016.MMP00605,2016.MMP00605,Incident,Central America,29/6/2016,1,Unknown,Latin America / Caribbean (P),Central America,2016,0
2016.MMP00606,2016.MMP00606,Incident,Mediterranean,30/6/2016,10,Unknown,Unknown,Uncategorized,2016,0
2016.MMP00607,2016.MMP00607,Incident,Northern Africa,30/6/2016,3,Unknown,Unknown,Northern Africa,2016,0
2016.MMP00608,2016.MMP00608,Incident,Western Africa,30/6/2016,2,Unknown,Unknown,Western Africa,2016,0
2016.MMP00609,2016.MMP00609,Incident,Western Africa,30/6/2016,1,Unknown,Unknown,Western Africa,2016,0
2016.MMP00610,2016.MMP00610,Incident,Northern Africa,30/6/2016,1,Unknown,Unknown,Northern Africa,2016,0
2016.MMP00611,2016.MMP00611,Incident,Northern Africa,30/6/2016,2,Unknown,Unknown,Northern Africa,2016,0
2016.MMP00612,2016.MMP00612,Incident,Northern Africa,30/6/2016,1,Unknown,Unknown,Northern Africa,2016,0
2016.MMP00613,2016.MMP00613,Incident,Western Africa,30/6/2016,1,Unknown,Unknown,Western Africa,2016,0
2016.MMP00614,2016.MMP00614,Incident,Northern Africa,30/6/2016,2,Unknown,Unknown,Northern Africa,2016,0
2016.MMP00615,2016.MMP00615,Incident,Northern Africa,30/6/2016,3,Unknown,Unknown,Northern Africa,2016,0
2016.MMP00616,2016.MMP00616,Incident,Northern Africa,30/6/2016,1,Unknown,Unknown,Northern Africa,2016,0
2016.MMP00617,2016.MMP00617,Incident,Western Africa,30/6/2016,15,Unknown,Unknown,Western Africa,2016,0
2016.MMP00618,2016.MMP00618,Incident,Northern Africa,30/6/2016,1,Unknown,Unknown,Northern Africa,2016,0
2016.MMP00619,2016.MMP00619,Incident,Western Africa,30/6/2016,1,Unknown,Unknown,Western Africa,2016,0
2016.MMP00620,2016.MMP00620,Incident,Northern Africa,30/6/2016,3,Unknown,Unknown,Northern Africa,2016,0
2016.MMP00621,2016.MMP00621,Incident,Western Africa,30/6/2016,1,Unknown,Unknown,Western Africa,2016,0
2016.MMP00622,2016.MMP00622,Incident,Mediterranean,2/7/2016,13,Tunisia,Northern Africa,Uncategorized,2016,4
2016.MMP00623,2016.MMP00623,Incident,North America,1/7/2016,0,El Salvador,Central America,Northern America,2016,1
2016.MMP00624,2016.MMP00624,Incident,North America,2/7/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00625,2016.MMP00625,Incident,Northern Africa,2/7/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00626,2016.MMP00626,Incident,Europe,4/7/2016,1,Mali,Western Africa,Western Europe,2016,0
2016.MMP00627,2016.MMP00627,Incident,North America,4/7/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00628,2016.MMP00628,Incident,North America,4/7/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00629,2016.MMP00629,Incident,Western Asia,4/7/2016,1,Ethiopia,Eastern Africa,Western Asia,2016,0
2016.MMP00630,2016.MMP00630,Incident,North America,5/7/2016,1,El Salvador,Central America,Northern America,2016,0
2016.MMP00631,2016.MMP00631,Incident,North America,5/7/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00632,2016.MMP00632,Incident,North America,6/7/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00633,2016.MMP00633,Incident,Eastern Africa,6/7/2016,1,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP00634,2016.MMP00634,Incident,Northern Africa,6/7/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00635,2016.MMP00635,Incident,Northern Africa,7/7/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00636,2016.MMP00636,Incident,North America,8/7/2016,1,Unknown,Unknown,Northern America,2016,0
2016.MMP00637,2016.MMP00637,Incident,North America,8/7/2016,1,Unknown,Unknown,Northern America,2016,0
2016.MMP00638,2016.MMP00638,Incident,North America,8/7/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00639,2016.MMP00639,Incident,Mediterranean,8/7/2016,1,Cameroon,Middle Africa,Uncategorized,2016,0
2016.MMP00640,2016.MMP00640,Incident,Northern Africa,9/7/2016,4,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00641,2016.MMP00641,Incident,Northern Africa,9/7/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00642,2016.MMP00642,Incident,Northern Africa,9/7/2016,3,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00643,2016.MMP00643,Incident,North America,9/7/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00644,2016.MMP00644,Incident,North America,9/7/2016,1,Guatemala,Central America,Northern America,2016,0
2016.MMP00645,2016.MMP00645,Incident,Caribbean,9/7/2016,1,Haiti,Caribbean,Caribbean,2016,0
2016.MMP00646,2016.MMP00646,Incident,Eastern Asia,10/7/2016,1,Unknown,Western / Southern Asia (P),Eastern Asia,2016,2
2016.MMP00647,2016.MMP00647,Incident,North America,10/7/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00648,2016.MMP00648,Incident,Central America,11/7/2016,1,El Salvador,Central America,Central America,2016,0
2016.MMP00649,"2016.MMP00649655, 2016.MMP00649656, 2016.MMP00649657",Split Incident,Caribbean,11/7/2016,0,Colombia,"Caribbean, South America",Uncategorized,2016,15
2016.MMP00650,2016.MMP00650,Incident,Central America,11/7/2016,1,Unknown,Latin America / Caribbean (P),Central America,2016,0
2016.MMP00651,2016.MMP00651,Incident,North America,11/7/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00652,2016.MMP00652,Incident,Europe,12/7/2016,1,Eritrea,Eastern Africa,Western Europe,2016,0
2016.MMP00653,2016.MMP00653,Incident,North America,12/7/2016,1,Honduras,Central America,Northern America,2016,0
2016.MMP00654,2016.MMP00654,Incident,Mediterranean,12/7/2016,4,Unknown,Unknown,Uncategorized,2016,0
2016.MMP00655,2016.MMP00655,Incident,Mediterranean,12/7/2016,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2016,20
2016.MMP00656,2016.MMP00656,Incident,Eastern Africa,12/7/2016,1,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP00657,2016.MMP00657,Incident,Northern Africa,12/7/2016,5,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00658,2016.MMP00658,Incident,Northern Africa,12/7/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00659,2016.MMP00659,Incident,Northern Africa,12/7/2016,3,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00660,2016.MMP00660,Incident,Mediterranean,13/7/2016,4,Unknown,Unknown,Uncategorized,2016,3
2016.MMP00661,2016.MMP00661,Incident,North America,13/7/2016,1,Guatemala,Central America,Northern America,2016,0
2016.MMP00662,2016.MMP00662,Incident,North America,14/7/2016,1,Honduras,Central America,Northern America,2016,0
2016.MMP00663,2016.MMP00663,Incident,Central America,14/7/2016,1,Honduras,Central America,Central America,2016,0
2016.MMP00664,2016.MMP00664,Incident,Northern Africa,14/7/2016,6,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00665,2016.MMP00665,Incident,Northern Africa,14/7/2016,2,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00666,2016.MMP00666,Incident,Western Asia,15/7/2016,4,Ethiopia,Eastern Africa,Uncategorized,2016,0
2016.MMP00667,2016.MMP00667,Incident,Central America,15/7/2016,1,Honduras,Central America,Central America,2016,1
2016.MMP00668,2016.MMP00668,Incident,Central America,15/7/2016,1,Unknown,Latin America / Caribbean (P),Central America,2016,0
2016.MMP00669,2016.MMP00669,Incident,North America,15/7/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00670,"2016.MMP00670678, 2016.MMP00670679, 2016.MMP00670680, 2016.MMP00670681",Split Incident,North America,15/7/2016,28,"Unknown, Brazil, Ecuador, Nicaragua","Latin America / Caribbean (P), South America, Central America",Northern America,2016,0
2016.MMP00674,2016.MMP00674,Incident,North America,15/7/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00675,2016.MMP00675,Incident,Central America,16/7/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00676,2016.MMP00676,Incident,Central America,16/7/2016,1,Honduras,Central America,Central America,2016,0
2016.MMP00677,2016.MMP00677,Incident,North America,16/7/2016,1,Mexico,Central America,Northern America,2016,0
2016.MMP00678,2016.MMP00678,Incident,Northern Africa,16/7/2016,1,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00679,2016.MMP00679,Incident,Eastern Africa,17/7/2016,1,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP00680,2016.MMP00680,Incident,Eastern Africa,18/7/2016,3,Unknown,Eastern Africa (P),Eastern Africa,2016,0
2016.MMP00681,2016.MMP00681,Incident,Northern Africa,18/7/2016,3,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00682,2016.MMP00682,Incident,Central America,18/7/2016,1,Unknown,Latin America / Caribbean (P),Central America,2016,0
2016.MMP00683,2016.MMP00683,Incident,Mediterranean,19/7/2016,1,Unknown,Unknown,Uncategorized,2016,0
2016.MMP00684,2016.MMP00684,Incident,North America,19/7/2016,1,Honduras,Central America,Northern America,2016,0
2016.MMP00685,2016.MMP00685,Incident,North America,19/7/2016,1,Unknown,Latin America / Caribbean (P),Northern America,2016,0
2016.MMP00686,2016.MMP00686,Incident,Northern Africa,19/7/2016,4,Unknown,Eastern Africa (P),Northern Africa,2016,0
2016.MMP00687,2016.MMP00687,Incident,Eastern Africa,19/7/2016,1,Unknown,Eastern Africa (P),Eastern Africa,2016,0
