Main ID,Incident ID,Incident Type,Region of Incident,Website Date,Number of Dead,Country of Origin,Region of Origin,UNSD Geographical Grouping,Incident year,Number of Missing
2019.MMP00128,2019.MMP00128,Incident,Western Africa,30/1/2019,6,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00129,2019.MMP00129,Incident,Western Africa,31/1/2019,2,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00130,2019.MMP00130,Incident,Western Africa,31/1/2019,2,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00131,2019.MMP00131,Incident,Western Africa,31/1/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00132,2019.MMP00132,Incident,North America,1/2/2019,1,El Salvador,Central America,Northern America,2019,0
2019.MMP00133,2019.MMP00133,Incident,Europe,1/2/2019,0,Iraq,Western Asia,Southern Europe,2019,4
2019.MMP00134,2019.MMP00134,Incident,Western Africa,1/2/2019,3,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00135,2019.MMP00135,Incident,Western Africa,2/2/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00136,2019.MMP00136,Incident,Western Africa,2/2/2019,6,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00137,2019.MMP00137,Incident,Western Africa,2/2/2019,13,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00138,2019.MMP00138,Incident,Caribbean,2/2/2019,31,Haiti,Caribbean,Caribbean,2019,0
2019.MMP00139,2019.MMP00139,Cumulative Incident,Northern Africa,5/2/2019,8,Unknown,Sub-Saharan Africa (P),Northern Africa,2019,0
2019.MMP00140,2019.MMP00140,Incident,Central America,3/2/2019,1,Guatemala,Central America,Central America,2019,0
2019.MMP00141,2019.MMP00141,Incident,Europe,3/2/2019,1,Algeria,Northern Africa,Southern Europe,2019,0
2019.MMP00142,2019.MMP00142,Incident,Western Africa,3/2/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00143,2019.MMP00143,Incident,Western Africa,4/2/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00144,2019.MMP00144,Incident,Central America,4/2/2019,1,Unknown,Latin America / Caribbean (P),Central America,2019,0
2019.MMP00145,2019.MMP00145,Incident,Northern Africa,4/2/2019,1,Côte d'Ivoire,Western Africa,Northern Africa,2019,0
2019.MMP00146,2019.MMP00146,Incident,Northern Africa,5/2/2019,3,Unknown,Sub-Saharan Africa (P),Northern Africa,2019,0
2019.MMP00147,2019.MMP00147,Incident,Europe,5/2/2019,1,Unknown,Western / Southern Asia (P),Southern Europe,2019,0
2019.MMP00148,2019.MMP00148,Incident,Northern Africa,5/2/2019,1,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00149,2019.MMP00149,Incident,Eastern Africa,6/2/2019,1,Unknown,Eastern Africa (P),Eastern Africa,2019,0
2019.MMP00150,2019.MMP00150,Incident,Mediterranean,6/2/2019,1,Algeria,Northern Africa,Uncategorized,2019,0
2019.MMP00151,2019.MMP00151,Incident,Mediterranean,6/2/2019,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2019,2
2019.MMP00153,2019.MMP00153,Incident,Europe,7/2/2019,1,Togo,Western Africa,Western Europe,2019,0
2019.MMP00154,2019.MMP00154,Incident,Central America,7/2/2019,1,Unknown,Latin America / Caribbean (P),Central America,2019,0
2019.MMP00155,2019.MMP00155,Incident,Central America,7/2/2019,1,Unknown,Latin America / Caribbean (P),Central America,2019,0
2019.MMP00156,2019.MMP00156,Incident,North America,7/2/2019,1,Unknown,Latin America / Caribbean (P),Northern America,2019,0
2019.MMP00157,2019.MMP00157,Incident,Western Africa,7/2/2019,2,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00158,2019.MMP00158,Incident,Europe,8/2/2019,1,Unknown,Unknown,Southern Europe,2019,0
2019.MMP00159,2019.MMP00159,Incident,Western Africa,8/2/2019,3,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00160,2019.MMP00160,Incident,Northern Africa,8/2/2019,14,Unknown,Sub-Saharan Africa (P),Northern Africa,2019,0
2019.MMP00161,2019.MMP00161,Incident,Northern Africa,8/2/2019,7,Unknown,Sub-Saharan Africa (P),Northern Africa,2019,0
2019.MMP00162,2019.MMP00162,Incident,Western Africa,8/2/2019,4,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00163,2019.MMP00163,Incident,Western Africa,8/2/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00164,2019.MMP00164,Incident,Western Africa,8/2/2019,2,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00165,2019.MMP00165,Incident,Western Africa,9/2/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00166,2019.MMP00166,Incident,Mediterranean,9/2/2019,2,Unknown,Mixed,Uncategorized,2019,3
2019.MMP00167,2019.MMP00167,Incident,Northern Africa,9/2/2019,3,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00168,2019.MMP00168,Incident,Northern Africa,9/2/2019,1,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00169,2019.MMP00169,Incident,Northern Africa,9/2/2019,2,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00170,2019.MMP00170,Incident,Northern Africa,9/2/2019,1,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00171,2019.MMP00171,Incident,Northern Africa,10/2/2019,1,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00172,2019.MMP00172,Incident,Northern Africa,10/2/2019,16,Unknown,Sub-Saharan Africa (P),Northern Africa,2019,0
2019.MMP00173,2019.MMP00173,Incident,Western Asia,10/2/2019,2,Syrian Arab Republic,Western Asia,Western Asia,2019,0
2019.MMP00174,2019.MMP00174,Incident,Western Africa,11/2/2019,4,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00175,2019.MMP00175,Incident,Mediterranean,11/2/2019,0,Unknown,Sub-Saharan Africa (P),Uncategorized,2019,3
2019.MMP00176,2019.MMP00176,Incident,North America,11/2/2019,1,Unknown,Latin America / Caribbean (P),Northern America,2019,0
2019.MMP00177,2019.MMP00177,Incident,Middle Africa,11/2/2019,2,Unknown,Unknown,Middle Africa,2019,0
2019.MMP00178,2019.MMP00178,Incident,Western Africa,11/2/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00179,2019.MMP00179,Incident,Western Africa,12/2/2019,3,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00180,2019.MMP00180,Incident,Northern Africa,13/2/2019,1,Unknown,Sub-Saharan Africa (P),Northern Africa,2019,0
2019.MMP00181,2019.MMP00181,Incident,Central America,13/2/2019,0,Honduras,Central America,Central America,2019,1
2019.MMP00182,2019.MMP00182,Incident,Central America,13/2/2019,1,Mexico,Central America,Central America,2019,0
2019.MMP00183,2019.MMP00183,Incident,Mediterranean,13/2/2019,0,Afghanistan,Southern Asia,Uncategorized,2019,1
2019.MMP00184,2019.MMP00184,Incident,Western Africa,14/2/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00185,2019.MMP00185,Incident,North America,14/2/2019,1,Unknown,Latin America / Caribbean (P),Northern America,2019,0
2019.MMP00186,2019.MMP00186,Incident,Mediterranean,14/2/2019,1,Morocco,Northern Africa,Uncategorized,2019,0
2019.MMP00187,2019.MMP00187,Incident,Mediterranean,14/2/2019,3,Unknown,Unknown,Uncategorized,2019,0
2019.MMP00188,2019.MMP00188,Incident,North America,14/2/2019,1,Unknown,Latin America / Caribbean (P),Northern America,2019,0
2019.MMP00189,2019.MMP00189,Incident,Western Africa,14/2/2019,2,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00190,2019.MMP00190,Incident,Western Africa,16/2/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00191,2019.MMP00191,Incident,Western Africa,16/2/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00192,2019.MMP00192,Incident,Northern Africa,16/2/2019,3,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00193,2019.MMP00193,Incident,Northern Africa,16/2/2019,1,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00194,2019.MMP00194,Incident,Northern Africa,16/2/2019,1,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00195,2019.MMP00195,Incident,Western Africa,16/2/2019,3,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00196,2019.MMP00196,Incident,Western Africa,16/2/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00197,2019.MMP00197,Incident,Western Africa,17/2/2019,3,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00198,2019.MMP00198,Incident,North America,17/2/2019,1,Mexico,Central America,Northern America,2019,0
2019.MMP00199,2019.MMP00199,Incident,Central America,18/2/2019,1,Honduras,Central America,Central America,2019,0
2019.MMP00200,2019.MMP00200,Incident,Western Asia,18/2/2019,3,Unknown,Western / Southern Asia (P),Western Asia,2019,0
2019.MMP00201,2019.MMP00201,Incident,Western Africa,18/2/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00202,2019.MMP00202,Incident,Eastern Africa,19/2/2019,1,Unknown,Eastern Africa (P),Eastern Africa,2019,0
2019.MMP00203,2019.MMP00203,Incident,Western Africa,19/2/2019,2,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00204,2019.MMP00204,Incident,Central America,19/2/2019,1,Honduras,Central America,Central America,2019,0
2019.MMP00205,2019.MMP00205,Incident,Central America,19/2/2019,1,Guatemala,Central America,Central America,2019,0
2019.MMP00206,2019.MMP00206,Incident,North America,19/2/2019,1,Unknown,Latin America / Caribbean (P),Northern America,2019,0
2019.MMP00207,2019.MMP00207,Incident,North America,19/2/2019,1,Unknown,Latin America / Caribbean (P),Northern America,2019,0
2019.MMP00208,2019.MMP00208,Incident,North America,19/2/2019,1,Mexico,Central America,Northern America,2019,0
2019.MMP00209,2019.MMP00209,Incident,North America,19/2/2019,1,Unknown,Latin America / Caribbean (P),Northern America,2019,0
2019.MMP00210,2019.MMP00210,Incident,Northern Africa,19/2/2019,2,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00211,2019.MMP00211,Incident,Northern Africa,19/2/2019,1,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00212,2019.MMP00212,Incident,Northern Africa,20/2/2019,3,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00213,2019.MMP00213,Incident,North America,20/2/2019,1,Unknown,Latin America / Caribbean (P),Northern America,2019,0
2019.MMP00214,2019.MMP00214,Incident,North America,20/2/2019,1,Mexico,Central America,Northern America,2019,0
2019.MMP00215,2019.MMP00215,Incident,Western Asia,21/2/2019,1,Bangladesh,Southern Asia,Western Asia,2019,0
2019.MMP00216,2019.MMP00216,Incident,Mediterranean,21/2/2019,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2019,0
2019.MMP00217,2019.MMP00217,Incident,Western Asia,21/2/2019,3,Syrian Arab Republic,Western Asia,Western Asia,2019,0
2019.MMP00218,2019.MMP00218,Incident,Western Africa,21/2/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00219,2019.MMP00219,Incident,Northern Africa,21/2/2019,1,Unknown,Eastern Africa (P),Northern Africa,2019,0
2019.MMP00220,2019.MMP00220,Incident,Northern Africa,21/2/2019,2,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00221,2019.MMP00221,Incident,Middle Africa,22/2/2019,1,Unknown,Sub-Saharan Africa (P),Middle Africa,2019,0
2019.MMP00222,2019.MMP00222,Incident,North America,22/2/2019,1,Unknown,Latin America / Caribbean (P),Northern America,2019,0
2019.MMP00223,2019.MMP00223,Incident,Northern Africa,22/2/2019,2,Unknown,Sub-Saharan Africa (P),Northern Africa,2019,0
2019.MMP00224,2019.MMP00224,Incident,North America,22/2/2019,1,Mexico,Central America,Northern America,2019,0
2019.MMP00225,2019.MMP00225,Incident,Northern Africa,23/2/2019,1,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00226,2019.MMP00226,Incident,Mediterranean,24/2/2019,1,Unknown,Unknown,Uncategorized,2019,0
2019.MMP00227,2019.MMP00227,Incident,Europe,24/2/2019,2,Unknown,Western / Southern Asia (P),Southern Europe,2019,0
2019.MMP00228,2019.MMP00228,Incident,South America,24/2/2019,1,Venezuela (Bolivarian Republic of),South America,South America,2019,0
2019.MMP00229,2019.MMP00229,Incident,Northern Africa,25/2/2019,3,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00230,2019.MMP00230,Incident,Western Africa,25/2/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00231,2019.MMP00231,Incident,Northern Africa,25/2/2019,3,Unknown,Eastern Africa (P),Northern Africa,2019,0
2019.MMP00232,2019.MMP00232,Incident,Northern Africa,25/2/2019,1,Unknown,Eastern Africa (P),Northern Africa,2019,0
2019.MMP00233,2019.MMP00233,Incident,North America,25/2/2019,1,Mexico,Central America,Northern America,2019,0
2019.MMP00234,2019.MMP00234,Incident,North America,25/2/2019,1,Unknown,Latin America / Caribbean (P),Northern America,2019,0
2019.MMP00235,2019.MMP00235,Incident,North America,25/2/2019,1,Unknown,Latin America / Caribbean (P),Northern America,2019,0
2019.MMP00236,2019.MMP00236,Incident,Mediterranean,25/2/2019,1,Unknown,Unknown,Uncategorized,2019,0
2019.MMP00237,2019.MMP00237,Incident,North America,25/2/2019,1,Mexico,Central America,Northern America,2019,0
2019.MMP00238,2019.MMP00238,Incident,North America,26/2/2019,1,Unknown,Latin America / Caribbean (P),Northern America,2019,0
2019.MMP00239,2019.MMP00239,Incident,North America,26/2/2019,1,Unknown,Latin America / Caribbean (P),Northern America,2019,0
2019.MMP00240,2019.MMP00240,Incident,North America,27/2/2019,1,Unknown,Latin America / Caribbean (P),Northern America,2019,0
2019.MMP00241,2019.MMP00241,Incident,Western Asia,27/2/2019,1,Syrian Arab Republic,Western Asia,Western Asia,2019,0
2019.MMP00242,2019.MMP00242,Incident,Eastern Africa,27/2/2019,1,Unknown,Eastern Africa (P),Eastern Africa,2019,0
2019.MMP00243,2019.MMP00243,Incident,Eastern Africa,27/2/2019,2,Unknown,Eastern Africa (P),Eastern Africa,2019,0
2019.MMP00244,2019.MMP00244,Incident,Northern Africa,27/2/2019,2,Unknown,Eastern Africa (P),Northern Africa,2019,0
2019.MMP00245,2019.MMP00245,Incident,Northern Africa,27/2/2019,1,Unknown,Eastern Africa (P),Northern Africa,2019,0
2019.MMP00246,2019.MMP00246,Incident,Northern Africa,27/2/2019,1,Unknown,Eastern Africa (P),Northern Africa,2019,0
2019.MMP00247,2019.MMP00247,Incident,Middle Africa,28/2/2019,1,Unknown,Sub-Saharan Africa (P),Middle Africa,2019,0
2019.MMP00248,"2019.MMP00248245, 2019.MMP00248246, 2019.MMP00248247",Split Incident,Mediterranean,28/2/2019,2,"Unknown, Guinea, Cameroon","Sub-Saharan Africa (P), Western Africa, Middle Africa",Uncategorized,2019,4
2019.MMP00251,2019.MMP00251,Incident,Western Africa,1/3/2019,4,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00252,2019.MMP00252,Incident,Western Africa,1/3/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00253,2019.MMP00253,Incident,Central America,3/3/2019,2,Guatemala,Central America,Central America,2019,0
2019.MMP00254,2019.MMP00254,Incident,North America,3/3/2019,1,Mexico,Central America,Northern America,2019,0
2019.MMP00255,2019.MMP00255,Incident,Western Africa,3/3/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00256,2019.MMP00256,Incident,Central America,3/3/2019,1,Unknown,Latin America / Caribbean (P),Central America,2019,0
2019.MMP00257,2019.MMP00257,Incident,Mediterranean,3/3/2019,1,Unknown,Unknown,Uncategorized,2019,0
2019.MMP00258,2019.MMP00258,Incident,Northern Africa,5/3/2019,1,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00259,2019.MMP00259,Incident,Northern Africa,5/3/2019,1,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00260,2019.MMP00260,Incident,Northern Africa,5/3/2019,1,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00261,2019.MMP00261,Incident,Northern Africa,5/3/2019,2,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00262,2019.MMP00262,Incident,Northern Africa,5/3/2019,1,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00263,2019.MMP00263,Incident,South America,5/3/2019,1,Venezuela (Bolivarian Republic of),South America,South America,2019,0
2019.MMP00264,2019.MMP00264,Incident,North America,6/3/2019,1,Unknown,Latin America / Caribbean (P),Northern America,2019,0
2019.MMP00265,2019.MMP00265,Incident,Western Africa,6/3/2019,3,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00266,2019.MMP00266,Incident,Western Africa,6/3/2019,2,Unknown,Unknown,Western Africa,2019,0
2019.MMP00267,2019.MMP00267,Incident,Northern Africa,7/3/2019,1,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00268,2019.MMP00268,Incident,Western Africa,7/3/2019,3,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00269,2019.MMP00269,Incident,Mediterranean,7/3/2019,3,Afghanistan,Southern Asia,Uncategorized,2019,0
2019.MMP00270,2019.MMP00270,Incident,Central America,7/3/2019,1,Cuba,Caribbean,Central America,2019,0
2019.MMP00272,2019.MMP00272,Incident,Central America,7/3/2019,24,Guatemala,Central America,Central America,2019,0
2019.MMP00273,2019.MMP00273,Incident,Europe,8/3/2019,1,Algeria,Northern Africa,Southern Europe,2019,0
2019.MMP00274,2019.MMP00274,Incident,Europe,8/3/2019,1,Ethiopia,Eastern Africa,Western Europe,2019,0
2019.MMP00275,2019.MMP00275,Incident,Mediterranean,8/3/2019,0,Unknown,Unknown,Uncategorized,2019,2
2019.MMP00276,2019.MMP00276,Incident,Western Africa,8/3/2019,15,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00277,2019.MMP00277,Incident,Western Africa,9/3/2019,2,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00278,2019.MMP00278,Incident,Mediterranean,9/3/2019,1,Unknown,Unknown,Uncategorized,2019,0
2019.MMP00279,2019.MMP00279,Incident,Northern Africa,9/3/2019,1,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00280,2019.MMP00280,Incident,Northern Africa,9/3/2019,1,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00281,2019.MMP00281,Incident,Northern Africa,10/3/2019,1,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00282,2019.MMP00282,Incident,Western Africa,10/3/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00283,2019.MMP00283,Incident,Mediterranean,10/3/2019,1,Afghanistan,Southern Asia,Uncategorized,2019,0
2019.MMP00284,2019.MMP00284,Incident,Mediterranean,10/3/2019,1,Afghanistan,Southern Asia,Uncategorized,2019,0
2019.MMP00285,2019.MMP00285,Incident,Europe,10/3/2019,1,Morocco,Northern Africa,Southern Europe,2019,0
2019.MMP00286,2019.MMP00286,Incident,Western Africa,10/3/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00287,2019.MMP00287,Incident,Western Africa,10/3/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00288,2019.MMP00288,Incident,Western Africa,11/3/2019,2,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00289,2019.MMP00289,Incident,North America,11/3/2019,1,Unknown,Latin America / Caribbean (P),Northern America,2019,0
2019.MMP00290,2019.MMP00290,Incident,Caribbean,11/3/2019,1,Dominican Republic,Caribbean,Caribbean,2019,0
2019.MMP00291,2019.MMP00291,Incident,Northern Africa,11/3/2019,3,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00292,2019.MMP00292,Incident,Eastern Africa,11/3/2019,2,Unknown,Eastern Africa (P),Eastern Africa,2019,0
2019.MMP00293,2019.MMP00293,Incident,Western Africa,12/3/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00294,2019.MMP00294,Incident,Western Africa,12/3/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00295,2019.MMP00295,Incident,Western Africa,12/3/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00296,2019.MMP00296,Incident,Western Africa,12/3/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00297,2019.MMP00297,Incident,Western Africa,13/3/2019,2,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00298,2019.MMP00298,Incident,Western Africa,13/3/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00299,2019.MMP00299,Incident,North America,13/3/2019,1,Guatemala,Central America,Northern America,2019,0
2019.MMP00300,2019.MMP00300,Incident,Western Africa,13/3/2019,2,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00301,2019.MMP00301,Incident,Northern Africa,13/3/2019,6,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00302,2019.MMP00302,Incident,Northern Africa,13/3/2019,1,Unknown,Unknown,Northern Africa,2019,0
2019.MMP00303,2019.MMP00303,Incident,Western Africa,14/3/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00304,2019.MMP00304,Incident,Western Africa,14/3/2019,3,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00305,2019.MMP00305,Incident,Western Africa,14/3/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00306,2019.MMP00306,Incident,Western Africa,14/3/2019,2,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00307,2019.MMP00307,Incident,Mediterranean,14/3/2019,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2019,44
2019.MMP00308,2019.MMP00308,Incident,Western Africa,15/3/2019,1,Unknown,Sub-Saharan Africa (P),Western Africa,2019,0
2019.MMP00309,2019.MMP00309,Incident,North America,15/3/2019,1,Unknown,Latin America / Caribbean (P),Northern America,2019,0
2019.MMP00310,2019.MMP00310,Incident,Northern Africa,15/3/2019,1,Unknown,Unknown,Northern Africa,2019,0
